StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q40,Q1,Q2,Q3,Q4,Q5,Q36,Q38,Q39,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q21,Q22,Q24,Q25,Q26,Q27,Q28,Q29,Q31,Q34,Q35,Q36,Q37,Q38,Q39
9/9/2020 8:19,9/9/2020 8:44,0,*******,97,1507,0,9/23/2020 8:44,R_1NbvYIcA2wlnJ5o,*******,*******,*******,*******,*******,*******,email,EN,mes427,1,0,0,"none so far, but perhaps a few as a I get to know more people",2,19,25,24,15,13,17,12,12,13,13,12,13,12,16,13,13,13,13,12,12,12,12,12,12,15,13
9/9/2020 8:38,9/9/2020 8:49,0,*******,97,607,0,9/23/2020 8:49,R_3D132t8XrgqQPx0,*******,*******,*******,*******,*******,*******,email,EN,ab2695,1,3,1,0,5,19,25,23,14,15,14,11,12,13,12,13,12,14,17,14,14,14,13,12,13,13,13,12,13,14,12
9/9/2020 9:09,9/9/2020 9:12,0,*******,97,199,0,9/23/2020 9:12,R_3FLLuHoZddBb4hL,*******,*******,*******,*******,*******,*******,email,EN,cem362,2,0,0,0,1,19,25,23,14,14,17,11,11,12,15,11,11,11,17,14,14,12,12,12,12,12,12,12,12,11,11
9/9/2020 9:07,9/9/2020 9:13,0,*******,97,320,0,9/23/2020 9:13,R_3O0P1P4fRwb3OTI,*******,*******,*******,*******,*******,*******,email,EN,sml348,2,1,0,1,1,19,25,23,16,14,17,11,11,12,15,12,11,12,17,13,11,12,13,13,13,12,13,12,13,15,12
9/9/2020 8:07,9/9/2020 9:14,0,*******,97,3973,0,9/23/2020 9:14,R_10oTnE5G3Hmtf1z,*******,*******,*******,*******,*******,*******,email,EN,ekg42,2,none,none,N/A,1,19,25,25,17,16,17,12,11,13,12,12,14,12,16,13,13,11,13,14,13,13,12,11,12,15,12
9/9/2020 8:25,9/9/2020 9:14,0,*******,97,2886,0,9/23/2020 9:14,R_1Q3qdt1IvmEsmZq,*******,*******,*******,*******,*******,*******,email,EN,mc2497,1,2,0,2,2,18,24,23,14,14,13,12,12,14,14,12,12,15,14,12,,14,12,12,12,12,12,12,13,14,13
9/9/2020 9:11,9/9/2020 9:15,0,*******,97,200,0,9/23/2020 9:15,R_3PgFxAhG2lt5QS9,*******,*******,*******,*******,*******,*******,email,EN,hgb29,2,4,0,1,2,19,25,24,14,14,16,11,12,12,14,12,14,14,17,13,14,14,12,12,14,12,12,11,12,15,11
9/9/2020 9:10,9/9/2020 9:16,0,*******,97,326,0,9/23/2020 9:16,R_2cCW06PTuVZwgHz,*******,*******,*******,*******,*******,*******,email,EN,Mkc228,2,0,0,N/A,1,19,25,25,16,14,14,12,12,14,14,14,14,14,17,13,14,14,13,12,13,13,11,12,12,12,12
9/9/2020 9:13,9/9/2020 9:16,0,*******,97,148,0,9/23/2020 9:16,R_3nI6TFU36CFF45Y,*******,*******,*******,*******,*******,*******,email,EN,mch259,2,1,0,0,1,21,27,26,14,14,16,12,12,14,14,12,12,12,16,13,12,12,12,12,12,13,13,12,13,14,12
9/9/2020 9:12,9/9/2020 9:16,0,*******,97,232,0,9/23/2020 9:17,R_1DBaScUKuxhpCdU,*******,*******,*******,*******,*******,*******,email,EN,ams672,2,4,1,1,1,18,24,24,16,14,14,11,12,13,14,14,12,13,13,12,12,12,12,12,12,13,12,11,12,15,12
9/9/2020 9:10,9/9/2020 9:16,0,*******,97,375,0,9/23/2020 9:17,R_1CwtEcY8B9B8VLE,*******,*******,*******,*******,*******,*******,email,EN,mbs283,2,0,0,As many as I can ,1,19,25,24,13,14,15,12,12,12,14,13,12,13,15,12,13,13,12,13,12,12,12,12,12,15,13
9/9/2020 8:14,9/9/2020 9:16,0,*******,79,3746,0,9/23/2020 9:17,R_AMerc8C6rMmYDLP,*******,*******,*******,*******,*******,*******,email,EN,amb552,2,2,0,2,3,19,27,24,16,15,15,11,12,14,14,13,12,13,16,13,13,13,13,13,13,12,12,12,13,14,13
9/9/2020 9:12,9/9/2020 9:17,0,*******,97,275,0,9/23/2020 9:17,R_2eW1VYJqxo5ARzq,*******,*******,*******,*******,*******,*******,email,EN,sc2235,2,3,1,1,1,18,24,24,16,14,16,11,12,14,15,12,12,13,17,12,14,13,13,12,12,12,11,11,12,15,12
9/9/2020 6:38,9/9/2020 9:17,0,*******,97,9549,0,9/23/2020 9:18,R_2ALl0gxZy6NjDmf,*******,*******,*******,*******,*******,*******,email,EN,Apk75,2,0,0,0,2,19,25,24,16,14,16,11,12,12,14,11,12,12,14,12,13,13,13,14,13,13,12,12,13,14,12
9/9/2020 9:12,9/9/2020 9:19,0,*******,97,406,0,9/23/2020 9:19,R_2TFDqErWHl2O2Ad,*******,*******,*******,*******,*******,*******,email,EN,rm967,2,2,0,2,1,19,25,23,16,13,16,11,11,11,15,11,12,11,17,13,12,13,13,13,13,13,13,13,12,15,11
9/9/2020 9:14,9/9/2020 9:19,0,*******,97,298,0,9/23/2020 9:19,R_b9MCmRMYys3CzAJ,*******,*******,*******,*******,*******,*******,email,EN,cag282,2,one ,zero ,i would like to contact a lot but i dont know anyone ,2,20,25,24,16,15,13,11,11,11,14,12,12,12,16,11,12,12,12,12,12,11,11,11,12,15,11
9/9/2020 9:23,9/9/2020 9:29,0,*******,97,333,0,9/23/2020 9:29,R_25AfoomVlto9bLb,*******,*******,*******,*******,*******,*******,email,EN,ndl34,1,1,1,1,1,21,27,26,13,14,14,12,13,14,11,15,14,14,17,12,14,13,13,14,13,13,12,12,12,15,11
9/9/2020 7:53,9/9/2020 9:30,0,*******,79,5842,0,9/23/2020 9:30,R_1IzxvC9xsrBRMNf,*******,*******,*******,*******,*******,*******,email,EN,nvk6,2,2,0,0,4,19,24,24,14,14,16,11,12,14,12,13,12,14,15,12,14,12,12,13,12,12,11,11,12,15,12
9/9/2020 9:21,9/9/2020 9:31,0,*******,97,599,0,9/23/2020 9:31,R_21GjqWQPeLuDr47,*******,*******,*******,*******,*******,*******,email,EN,cms528,2,0,0,I don't know anyone yet,1,20,25,25,14,14,13,11,12,14,12,13,12,13,17,12,14,14,14,11,14,12,11,11,12,15,12
9/9/2020 9:20,9/9/2020 9:32,0,*******,97,711,0,9/23/2020 9:32,R_1pMBEwN7qjoOSLm,*******,*******,*******,*******,*******,*******,email,EN,ctc85,2,0,0,N/A,1,21,27,26,17,14,17,11,11,14,12,12,12,14,16,14,12,12,13,13,13,13,12,11,12,15,13
9/9/2020 9:29,9/9/2020 9:33,0,*******,97,275,0,9/23/2020 9:34,R_33sa1GNEA42T3IY,*******,*******,*******,*******,*******,*******,email,EN,wrh66,1,2,not sure,Not sure what this question is asking ,5,19,25,24,14,14,15,13,12,,,,13,13,16,13,14,13,13,13,13,13,12,12,14,13,13
9/9/2020 9:35,9/9/2020 9:39,0,*******,97,209,0,9/23/2020 9:39,R_CkmmEA1qlnl1tGF,*******,*******,*******,*******,*******,*******,email,EN,nmh67,2,0,0,N/A,4,18,24,23,14,14,16,11,12,14,12,14,14,12,16,12,13,13,13,12,12,13,13,12,13,14,13
9/9/2020 8:12,9/9/2020 9:54,0,*******,97,6102,0,9/23/2020 9:54,R_wLiNxmZnGauHljX,*******,*******,*******,*******,*******,*******,email,EN,asf223,1,4-Feb,0,N/A,5,19,26,25,13,16,13,15,14,14,11,15,13,15,17,12,13,11,13,12,13,11,11,11,12,15,11
9/9/2020 10:01,9/9/2020 10:07,0,*******,97,353,0,9/23/2020 10:07,R_OBwQ6DK9pIqeK9r,*******,*******,*******,*******,*******,*******,email,EN,Smm436,2,3,Not sure yet,2,1,19,25,26,16,14,14,11,11,13,13,11,12,13,17,11,12,11,12,12,11,12,13,11,12,14,12
9/9/2020 7:57,9/9/2020 10:28,0,*******,97,9074,0,9/23/2020 10:28,R_b4zgv4dqrxHi9ax,*******,*******,*******,*******,*******,*******,email,EN,nnz2,2,3,0,n/a,1,19,25,24,16,15,16,11,13,14,13,13,14,14,16,13,13,13,13,13,13,13,13,11,12,15,12
9/9/2020 10:25,9/9/2020 10:31,0,*******,97,344,0,9/23/2020 10:31,R_3pkZxtHZ7IITaNr,*******,*******,*******,*******,*******,*******,email,EN,ajr279,2,0,0,0,2,20,26,25,16,14,16,11,12,14,11,11,15,12,17,13,12,15,13,12,14,12,12,12,12,14,12
9/9/2020 10:35,9/9/2020 10:37,0,*******,97,95,0,9/23/2020 10:37,R_2VsUsdZ5X0BIoIk,*******,*******,*******,*******,*******,*******,email,EN,kmt225,2,1,0,1,3,19,25,24,14,14,14,11,11,12,14,13,12,12,15,12,12,12,12,12,12,12,12,12,13,14,12
9/9/2020 10:35,9/9/2020 10:43,0,*******,97,479,0,9/23/2020 10:43,R_1qVeR7cJEo3eiOA,*******,*******,*******,*******,*******,*******,email,EN,as3582,1,2,0,2,3,20,26,25,14,15,15,12,13,11,14,13,13,13,14,13,12,12,13,12,12,13,12,12,13,13,13
9/9/2020 10:40,9/9/2020 10:43,0,*******,97,202,0,9/23/2020 10:43,R_1diThxDRZCGfiJ6,*******,*******,*******,*******,*******,*******,email,EN,caw338 ,2,None ,None,,1,20,26,24,13,17,13,11,15,15,12,15,15,15,17,13,13,11,13,15,13,12,13,12,13,15,12
9/9/2020 10:45,9/9/2020 10:49,0,*******,97,232,0,9/23/2020 10:50,R_QoIqM2UziMpBjYR,*******,*******,*******,*******,*******,*******,email,EN,hr263,2,0,0,N/A,4,19,26,24,16,14,17,11,11,12,15,12,11,12,15,12,14,14,13,13,12,12,11,11,12,15,12
9/9/2020 11:29,9/9/2020 11:32,0,*******,97,196,0,9/23/2020 11:33,R_CglOMOrpRBS7Z4Z,*******,*******,*******,*******,*******,*******,email,EN,aaw83,2,0,0,,1,19,25,24,15,14,15,11,12,12,13,12,12,13,15,15,12,13,13,13,12,13,13,13,14,13,13
9/9/2020 11:44,9/9/2020 11:57,0,*******,97,808,0,9/23/2020 11:58,R_1poqIlndb70Zsa0,*******,*******,*******,*******,*******,*******,email,EN,asp262,2,Maybe 4?,,2,1,19,24,23,14,15,15,11,13,15,12,14,13,13,16,13,13,12,13,13,13,13,13,12,12,14,13
9/9/2020 12:23,9/9/2020 12:26,0,*******,97,176,0,9/23/2020 12:26,R_2dtdXGxJdTZpCgK,*******,*******,*******,*******,*******,*******,email,EN,ajx9,2,10,0,Mostly all of them,1,19,26,24,16,15,13,12,12,12,14,12,12,11,17,12,12,13,12,14,13,11,11,11,12,15,12
9/9/2020 12:23,9/9/2020 12:26,0,*******,97,183,0,9/23/2020 12:27,R_sqbEIsvHdamVgWd,*******,*******,*******,*******,*******,*******,email,EN,jch362,2,One,None,Not sure,1,21,26,26,14,14,13,11,12,12,14,13,12,13,16,13,13,12,12,12,12,13,12,12,13,14,12
9/9/2020 12:25,9/9/2020 12:27,0,*******,97,134,0,9/23/2020 12:27,R_2QRm88qcOGsC87K,*******,*******,*******,*******,*******,*******,email,EN,gp293,2,1,0,1,4,20,26,25,16,14,16,14,12,14,12,12,12,12,16,14,12,13,13,13,13,13,12,12,13,12,12
9/9/2020 12:29,9/9/2020 12:32,0,*******,97,178,0,9/23/2020 12:32,R_27ezz4gvmPpjqvc,*******,*******,*******,*******,*******,*******,email,EN,aso34,2,2,0,2,5,19,25,24,17,14,13,11,12,13,12,11,12,11,16,12,13,13,13,14,11,11,12,11,12,15,12
9/9/2020 12:40,9/9/2020 12:47,0,*******,97,420,0,9/23/2020 12:47,R_A0XTAp9yLGm5yBX,*******,*******,*******,*******,*******,*******,email,EN,kz225,2,1,0,1,2,19,25,24,16,15,14,11,11,11,14,12,12,12,16,13,13,13,13,13,12,12,12,12,13,14,12
9/9/2020 12:56,9/9/2020 13:04,0,*******,97,453,0,9/23/2020 13:04,R_3it06RSQETWMxgA,*******,*******,*******,*******,*******,*******,email,EN,ag2429,2,0,0,N/A,1,19,25,24,16,14,16,14,11,14,11,12,13,12,16,13,15,13,13,13,13,12,13,12,12,15,14
9/9/2020 8:19,9/9/2020 13:05,0,*******,97,17116,0,9/23/2020 13:05,R_1Ih3WHNX5aJOj9X,*******,*******,*******,*******,*******,*******,email,EN,lgl47,2,4,,,2,21,27,26,16,14,16,11,11,12,14,12,12,12,15,12,13,12,12,12,12,12,12,11,12,15,11
9/9/2020 13:13,9/9/2020 13:16,0,*******,97,176,0,9/23/2020 13:17,R_6EfKjzLKzU07keR,*******,*******,*******,*******,*******,*******,email,EN,5139591,2,None,None,None,2,18,24,23,14,14,16,12,11,12,13,12,12,12,14,12,13,13,13,13,13,12,12,12,13,13,11
9/9/2020 7:29,9/9/2020 13:22,0,*******,97,21183,0,9/23/2020 13:23,R_bHDOBOtzJYnxzOx,*******,*******,*******,*******,*******,*******,email,EN,jt826,2,1,0,1,1,20,26,25,16,14,16,12,12,13,14,12,12,12,15,13,13,13,13,13,13,13,13,13,14,13,13
9/9/2020 13:31,9/9/2020 13:37,0,*******,97,368,0,9/23/2020 13:38,R_2Eot72Tn5elWqp3,*******,*******,*******,*******,*******,*******,email,EN,mfd62,2,2,0,2,1,19,24,23,16,16,16,11,12,14,14,14,12,12,16,13,12,12,12,13,12,12,12,11,12,15,12
9/9/2020 13:42,9/9/2020 13:49,0,*******,97,374,0,9/23/2020 13:49,R_2aIAMX9bhlV7pWO,*******,*******,*******,*******,*******,*******,email,EN,smd357,2,2,0,2,2,19,25,24,14,14,15,11,12,14,14,12,14,12,17,12,13,14,14,14,13,13,13,12,12,15,13
9/9/2020 14:16,9/9/2020 14:20,0,*******,97,232,0,9/23/2020 14:20,R_3LbDx5mxWe2Lrrj,*******,*******,*******,*******,*******,*******,email,EN,Ebs98,2,2,0,Not sure,2,18,25,24,14,13,14,11,11,13,15,12,12,12,16,13,13,12,13,13,13,12,12,11,12,15,12
9/9/2020 14:09,9/9/2020 14:22,0,*******,97,773,0,9/23/2020 14:22,R_239TsEWReGYP9dX,*******,*******,*******,*******,*******,*******,email,EN,hrb53,2,1,none,1,1,19,25,24,16,13,15,12,12,13,14,12,13,14,16,13,14,14,14,12,13,12,13,12,13,14,12
9/9/2020 14:30,9/9/2020 14:32,0,*******,97,137,0,9/23/2020 14:32,R_2oEs5GI7moPDE7D,*******,*******,*******,*******,*******,*******,email,EN,gnp23,2,None ,None ,None,1,19,25,24,14,13,16,11,11,14,12,14,12,11,16,12,15,15,15,12,13,12,11,11,12,14,11
9/9/2020 14:20,9/9/2020 14:35,0,*******,79,933,0,9/23/2020 14:36,R_2cAFcH024J9VWEF,*******,*******,*******,*******,*******,*******,email,EN,al2476,2,1,1,As many as possible,3,18,24,23,16,13,17,11,11,12,14,12,12,11,17,11,13,12,13,14,12,11,11,11,12,15,11
9/9/2020 8:19,9/9/2020 14:37,0,*******,97,22690,0,9/23/2020 14:37,R_10MnsdaFG36GFao,*******,*******,*******,*******,*******,*******,email,EN,gg457,2,0,0,,5,20,26,24,16,14,16,12,12,13,13,13,13,13,16,13,12,12,13,13,13,12,13,13,13,14,12
9/9/2020 14:30,9/9/2020 14:37,0,*******,97,412,0,9/23/2020 14:37,R_2TSE2OJd5QsyiT4,*******,*******,*******,*******,*******,*******,email,EN,tjh237,1,Several,None,All of them,1,19,24,24,13,15,15,11,12,14,14,14,15,15,15,12,12,12,13,13,13,13,13,12,12,14,13
9/9/2020 7:02,9/9/2020 15:22,0,*******,97,29995,0,9/23/2020 15:22,R_3sdDEgm4wn9W8RQ,*******,*******,*******,*******,*******,*******,email,EN,ryk6,2,2,1,2,1,21,27,26,14,14,14,11,12,13,14,13,12,12,15,14,15,15,15,14,12,12,12,12,13,14,13
9/9/2020 15:54,9/9/2020 16:01,0,*******,97,407,0,9/23/2020 16:01,R_xo2ILcEW9qmONAB,*******,*******,*******,*******,*******,*******,email,EN,oci3,2,2,N/A,all the ones I know,4,20,26,25,15,15,15,11,13,13,13,15,15,14,17,13,13,13,13,13,13,13,13,11,12,14,13
9/9/2020 16:05,9/9/2020 16:07,0,*******,97,118,0,9/23/2020 16:08,R_pAkaEaQ60zcl3fb,*******,*******,*******,*******,*******,*******,email,EN,cso39,1,3,0,5,2,20,26,25,17,14,17,11,12,12,14,12,11,12,17,12,12,13,13,13,13,12,11,12,12,15,12
9/9/2020 16:18,9/9/2020 16:24,0,*******,97,345,0,9/23/2020 16:24,R_1LpxQCuXokPgXQ7,*******,*******,*******,*******,*******,*******,email,EN,es926,2,0,0,,1,19,25,24,16,14,13,12,11,14,12,12,12,11,17,12,,,,13,15,,,,,,
9/9/2020 16:20,9/9/2020 16:27,0,*******,97,450,0,9/23/2020 16:28,R_2eW0h43XTLtVZtb,*******,*******,*******,*******,*******,*******,email,EN,als546,2,2,0,2,2,21,27,24,14,16,13,11,12,13,15,13,14,15,14,13,12,13,14,14,13,13,12,12,12,15,12
9/9/2020 16:36,9/9/2020 16:41,0,*******,97,305,0,9/23/2020 16:42,R_O1MBVNkvMcPDB3H,*******,*******,*******,*******,*******,*******,email,EN,elf79,2,0,0,"I don't know any of them yet, so currently 0, but I would like that to change and to find 2-3 friends in class.",2,19,26,26,17,13,14,12,11,13,12,12,12,12,17,14,14,13,13,12,13,13,12,12,12,15,11
9/9/2020 12:04,9/9/2020 16:45,0,*******,79,16815,0,9/23/2020 16:45,R_9YPbKomppOfXqil,*******,*******,*******,*******,*******,*******,email,EN,nh337,2,3,0,3,1,19,25,24,14,13,17,11,12,12,14,12,12,12,15,13,13,13,13,12,12,,,,,,
9/9/2020 17:17,9/9/2020 17:24,0,*******,97,410,0,9/23/2020 17:24,R_24NSeHqdtGlH0PD,*******,*******,*******,*******,*******,*******,email,EN,mah456,1,3,0,3,2,19,25,24,14,16,14,15,13,14,15,14,15,15,17,14,12,13,13,12,13,13,13,13,14,13,13
9/9/2020 17:25,9/9/2020 17:34,0,*******,97,514,0,9/23/2020 17:34,R_1JLqKbbYXS18dIb,*******,*******,*******,*******,*******,*******,email,EN,map382,1,4,1,2,5,18,25,24,16,16,14,13,12,11,14,13,12,13,17,12,13,11,13,11,13,13,13,13,13,15,13
9/9/2020 15:09,9/9/2020 17:38,0,*******,97,8980,0,9/23/2020 17:39,R_DNpRO2XtVLjMUsV,*******,*******,*******,*******,*******,*******,email,EN,km658,1,5,I don't know who is in this discussion,Not sure,2,21,27,26,16,15,15,13,11,14,13,12,12,14,16,13,12,12,12,12,12,12,12,12,13,12,12
9/9/2020 18:08,9/9/2020 18:10,0,*******,97,137,0,9/23/2020 18:10,R_2pJEOidE7noaezu,*******,*******,*******,*******,*******,*******,email,EN,wtm54,1,0,0,n/a,2,19,25,24,16,14,16,11,11,13,12,12,13,12,16,13,14,13,13,12,12,12,12,11,12,15,11
9/9/2020 18:09,9/9/2020 18:16,0,*******,97,458,0,9/23/2020 18:17,R_3p3hqfFe4iEZ0GP,*******,*******,*******,*******,*******,*******,email,EN,jnu4,2,2,1,1,5,20,25,24,14,14,16,11,13,14,14,15,14,14,17,13,12,13,13,13,13,13,13,13,14,13,13
9/9/2020 18:07,9/9/2020 18:18,0,*******,97,657,0,9/23/2020 18:18,R_2SubHrLoPeBb29u,*******,*******,*******,*******,*******,*******,email,EN,ajt254,1,4,0,4,2,20,25,24,14,16,13,11,11,11,15,12,12,15,17,13,13,13,13,13,13,12,13,11,12,15,11
9/9/2020 18:30,9/9/2020 18:33,0,*******,97,184,0,9/23/2020 18:34,R_WB6Y6cWx0q6S4CZ,*******,*******,*******,*******,*******,*******,email,EN,mcb383,1,2,0,1,5,20,25,24,14,15,13,11,12,14,15,12,11,13,16,13,14,13,13,12,13,13,13,13,13,14,13
9/9/2020 18:35,9/9/2020 18:37,0,*******,97,159,0,9/23/2020 18:38,R_RtymmpxfFUMsD85,*******,*******,*******,*******,*******,*******,email,EN,tal83,1,1,0,1,1,20,25,23,16,13,17,11,11,12,15,11,12,11,17,12,14,11,13,13,12,13,13,12,13,15,12
9/9/2020 18:47,9/9/2020 18:50,0,*******,97,198,0,9/23/2020 18:50,R_1f8EiA16zQBcEwU,*******,*******,*******,*******,*******,*******,email,EN,sak299,1,1,0,1,5,21,26,24,16,15,14,12,12,11,14,12,12,12,17,13,14,12,13,12,13,12,11,12,12,14,13
9/9/2020 8:07,9/9/2020 19:04,0,*******,79,39434,0,9/23/2020 19:04,R_9RBshUfwk1gAdDb,*******,*******,*******,*******,*******,*******,email,EN,mc2238,1,4,3,3,1,18,24,23,16,15,16,11,11,11,14,12,13,14,14,12,13,13,13,12,12,,,,,,
9/9/2020 8:18,9/9/2020 19:39,0,*******,97,40860,0,9/23/2020 19:40,R_3NDlxP3P6zf9Bqr,*******,*******,*******,*******,*******,*******,email,EN,st896,2,1,0,1,1,20,27,26,14,15,16,12,12,14,14,13,12,12,15,12,12,13,12,12,12,12,12,11,13,14,12
9/9/2020 6:06,9/9/2020 19:47,0,*******,97,49268,0,9/23/2020 19:48,R_QiCNTVuHSjGhom5,*******,*******,*******,*******,*******,*******,email,EN,gta24,1,0,0,0,1,19,25,24,16,15,16,11,11,11,15,12,12,12,17,13,12,12,13,13,13,13,13,13,14,13,13
9/9/2020 19:59,9/9/2020 20:05,0,*******,97,307,0,9/23/2020 20:05,R_30oDuSywRnEhfMf,*******,*******,*******,*******,*******,*******,email,EN,tmg66,2,one,none,one,1,19,25,23,16,14,17,11,12,15,12,13,12,12,17,12,14,14,14,12,13,13,12,12,12,14,13
9/9/2020 19:30,9/9/2020 20:05,0,*******,97,2069,0,9/23/2020 20:05,R_2OYDKxlS7kcXfB2,*******,*******,*******,*******,*******,*******,email,EN,jhr249,1,2,0,1,1,18,24,24,14,13,14,11,13,14,11,13,14,14,17,13,13,13,13,14,13,12,12,12,13,14,12
9/9/2020 20:09,9/9/2020 20:13,0,*******,97,230,0,9/23/2020 20:13,R_21G0jPZbvVDxUW9,*******,*******,*******,*******,*******,*******,email,EN,srt86,1,1,0,all,1,21,27,26,14,15,16,11,11,13,14,13,14,14,17,13,13,13,13,12,11,13,13,13,14,13,13
9/9/2020 20:13,9/9/2020 20:16,0,*******,97,227,0,9/23/2020 20:17,R_3P6Lv16eAsnXYVa,*******,*******,*******,*******,*******,*******,email,EN,ms2637,2,3-Feb,1,2,1,19,25,26,15,14,15,11,11,12,14,12,12,12,15,13,13,13,13,14,12,13,12,12,12,15,12
9/9/2020 20:10,9/9/2020 20:17,0,*******,97,469,0,9/23/2020 20:17,R_d0c242rp4fxA2MV,*******,*******,*******,*******,*******,*******,email,EN,,2,None,None,I do not know any,2,19,27,24,17,13,16,11,11,11,15,12,11,12,17,13,13,13,13,11,13,13,12,11,12,14,13
9/9/2020 13:47,9/9/2020 20:18,0,*******,97,23412,0,9/23/2020 20:19,R_81fNAelDZB3nanv,*******,*******,*******,*******,*******,*******,email,EN,vml44,2,2,1,3,1,19,26,26,14,14,14,12,13,11,13,15,12,13,16,13,13,13,12,14,13,13,13,12,12,14,12
9/9/2020 20:16,9/9/2020 20:19,0,*******,97,231,0,9/23/2020 20:19,R_27wHAmJHDGp8CJY,*******,*******,*******,*******,*******,*******,email,EN,gma66,2,0,0,0,2,21,27,27,16,14,16,11,12,14,14,13,12,12,14,12,13,12,13,13,13,12,12,12,13,14,12
9/9/2020 21:33,9/9/2020 21:36,0,*******,97,211,0,9/23/2020 21:37,R_3fOY2VJUkt9E7qj,*******,*******,*******,*******,*******,*******,email,EN,nod6,1,none,none,n/a,1,21,27,26,16,13,14,12,12,11,15,12,11,12,14,14,12,14,12,14,12,12,14,12,15,12,14
9/9/2020 21:14,9/9/2020 21:18,0,*******,97,208,0,9/23/2020 21:38,R_2PkcocHiX8UCGWk,*******,*******,*******,*******,*******,*******,email,EN,slr234,2,0,0,0,1,19,25,24,16,14,17,11,11,12,12,13,12,12,14,12,12,12,13,15,12,13,11,11,12,15,11
9/9/2020 21:15,9/9/2020 21:24,0,*******,97,518,0,9/23/2020 21:50,R_2U4LjCseLvpC1iE,*******,*******,*******,*******,*******,*******,email,EN,jvl28,1,0,0,N/A,5,18,24,23,15,16,13,13,13,13,13,15,14,14,17,13,13,13,13,13,13,13,13,12,12,15,13
9/9/2020 22:05,9/9/2020 22:09,0,*******,97,217,0,9/23/2020 22:10,R_1hEdldRcxX9yPgL,*******,*******,*******,*******,*******,*******,email,EN,edk58,2,"6ish? Some of those not well, though. ",Not sure,2,2,21,27,26,15,14,15,14,12,14,12,13,12,12,17,13,12,13,13,12,12,12,12,11,12,15,12
9/10/2020 1:53,9/10/2020 2:00,0,*******,97,417,0,9/24/2020 2:01,R_p4cC7fz33v6rzVL,*******,*******,*******,*******,*******,*******,email,EN,ku39,1,1,0,1,4,18,24,23,13,17,14,11,12,12,14,11,15,15,15,13,13,13,13,13,13,13,13,13,14,13,13
9/9/2020 11:50,9/10/2020 5:57,0,*******,97,65197,0,9/24/2020 5:57,R_3memRPBvF34lUpA,*******,*******,*******,*******,*******,*******,email,EN,mmm472,2,3,0,3,4,19,25,24,16,14,16,11,11,11,15,11,11,11,17,14,14,12,14,13,14,14,12,12,13,14,12
9/10/2020 6:06,9/10/2020 6:09,0,*******,97,188,0,9/24/2020 6:09,R_2WAOs7Y6awiOd0w,*******,*******,*******,*******,*******,*******,email,EN,yc2385,2,1,0,2,1,19,25,25,16,14,16,12,12,14,14,12,12,12,14,14,12,12,12,12,12,12,12,12,13,14,14
9/10/2020 7:07,9/10/2020 7:10,0,*******,97,178,0,9/24/2020 7:11,R_2Pv4nspLhR4nYYI,*******,*******,*******,*******,*******,*******,email,EN,mb2569,2,0,0,N/A,1,19,25,24,16,14,16,11,11,14,14,11,12,12,16,13,13,13,13,14,12,13,13,13,12,14,13
9/10/2020 7:17,9/10/2020 7:20,0,*******,97,157,0,9/24/2020 7:20,R_2YwT1XzFKj6zZU1,*******,*******,*******,*******,*******,*******,email,EN,ag878,2,3,0,3,1,19,25,24,16,14,16,11,11,12,12,12,12,12,16,14,13,14,14,12,14,12,12,12,12,15,12
9/10/2020 7:49,9/10/2020 7:53,0,*******,97,239,0,9/24/2020 7:53,R_3s4cP0zq7o8Cuam,*******,*******,*******,*******,*******,*******,email,EN,jaw484,1,unsure,unsure,unsure,2,18,24,23,16,15,16,11,12,14,13,13,14,14,16,12,12,12,11,12,11,11,11,11,12,11,11
9/10/2020 8:01,9/10/2020 8:04,0,*******,97,193,0,9/24/2020 8:04,R_1fl4GCanB9OZlpq,*******,*******,*******,*******,*******,*******,email,EN,arf73,1,1,0,Not sure,1,19,25,24,14,14,14,13,12,12,15,12,11,12,16,13,14,13,13,12,13,13,13,13,14,13,13
9/9/2020 11:21,9/10/2020 8:27,0,*******,97,75960,0,9/24/2020 8:27,R_3kMylNqhIQVF1Zp,*******,*******,*******,*******,*******,*******,email,EN,aed229,2,1,0,1,4,20,26,24,14,15,15,12,12,12,15,12,12,13,16,12,12,12,12,12,12,12,12,12,12,15,12
9/10/2020 8:24,9/10/2020 8:27,0,*******,97,233,0,9/24/2020 8:28,R_O0YfcUXChf4m4yR,*******,*******,*******,*******,*******,*******,email,EN,Ime26,1,One,None,All,1,19,25,26,16,15,14,12,12,13,14,12,13,13,16,12,11,12,12,14,12,12,12,11,12,15,13
9/10/2020 8:29,9/10/2020 8:34,0,*******,97,316,0,9/24/2020 8:34,R_2uw84zZXHShPpSS,*******,*******,*******,*******,*******,*******,email,EN,ad676,2,0,0,As many as I can,1,22,28,27,13,14,15,11,12,13,11,12,14,14,16,13,13,14,14,11,13,12,12,11,12,14,13
